task_timestamp,test_name,client_request_connect_time,client_request_transmit_time,client_response_server_time,client_response_receive_time,client_total_time,client_elapsed_time
2018-06-28 17:26:05,portal.fo,3.884828,0.268948,0.000419,0.10129,4.255485,8.04259085655212
2018-06-28 17:26:13,portal.fo,3.880318,0.284,0.000393,0.102503,4.267214,7.952467918396
2018-06-28 17:26:23,portal.fo,3.818139,0.260083,0.000387,0.113191,4.1918,8.01268196105957
2018-06-28 17:26:31,portal.fo,3.897368,0.257085,0.000406,0.109417,4.264276,7.97218799591064
2018-06-28 17:35:11,portal.fo,3.882716,0.272239,0.000506,0.109121,4.264582,8.51371312141418
2018-06-28 17:35:20,portal.fo,3.886501,0.264104,0.00043,0.116324,4.267359,7.97188591957092
2018-06-28 17:35:29,portal.fo,3.953598,0.279428,0.000539,0.11615,4.349715,8.04065299034119
2018-06-28 17:35:38,portal.fo,3.896597,0.263082,0.000426,0.116479,4.276584,7.98703002929688
2018-06-28 17:35:47,portal.fo,3.923693,0.255198,0.000628,0.104156,4.283675,7.98925399780273
2018-06-28 17:35:56,portal.fo,3.899604,0.263092,0.000462,0.112276,4.275434,8.00809907913208
2018-06-28 17:36:05,portal.fo,3.89557,0.281253,0.00043,0.119666,4.296919,8.02372097969055
2018-06-28 17:36:14,portal.fo,3.906332,0.286176,0.000427,0.112503,4.305438,8.01738309860229
2018-06-28 17:36:23,portal.fo,3.891671,0.282256,0.000425,0.106178,4.28053,7.91286492347717
2018-06-28 17:36:32,portal.fo,3.890395,0.260293,0.000514,0.104793,4.255995,8.0380380153656
2018-06-28 17:45:10,portal.fo,3.871247,0.276378,0.000621,0.103909,4.252155,7.73008012771606
2018-06-28 17:45:19,portal.fo,3.888344,0.265191,0.000417,0.105246,4.259198,7.96583795547485
2018-06-28 17:45:28,portal.fo,3.878319,0.258186,0.000423,0.101201,4.238129,7.95908999443054
2018-06-28 17:45:37,portal.fo,3.948709,0.320106,0.00042,0.103624,4.372859,8.08568000793457
2018-06-28 17:45:46,portal.fo,3.797206,0.243147,0.000539,0.115056,4.155948,7.89310503005981
2018-06-28 17:45:55,portal.fo,3.89058,0.249044,0.000442,0.112784,4.25285,8.06247901916504
2018-06-28 17:46:04,portal.fo,3.892313,0.289339,0.000481,0.120009,4.302142,8.03464508056641
2018-06-28 17:46:13,portal.fo,3.899367,0.277159,0.000439,0.116185,4.29315,7.99994587898254
2018-06-28 17:46:22,portal.fo,3.914247,0.275247,0.000419,0.112347,4.30226,8.01667213439941
2018-06-28 17:46:31,portal.fo,3.898449,0.258127,0.000415,0.109612,4.266603,7.96070098876953
2018-06-28 17:55:11,portal.fo,3.926107,0.265355,0.000488,0.106032,4.297982,8.01270484924316
2018-06-28 17:55:20,portal.fo,3.902087,0.268118,0.000421,0.129177,4.299803,8.00521802902222
2018-06-28 17:55:29,portal.fo,3.891041,0.300681,0.000423,0.09979,4.291935,8.02352499961853
2018-06-28 17:55:38,portal.fo,3.914297,0.275192,0.000607,0.112959,4.303055,8.01939678192139
2018-06-28 17:55:47,portal.fo,3.836101,0.258984,0.000669,0.110005,4.205759,7.91906595230103
2018-06-28 17:55:56,portal.fo,3.918206,0.261205,0.000434,0.118856,4.298701,8.00891399383545
2018-06-28 17:56:05,portal.fo,3.907887,0.259098,0.000492,0.108265,4.275742,8.00651001930237
2018-06-28 17:56:14,portal.fo,3.910388,0.276078,0.000501,0.124621,4.311588,8.01557302474976
2018-06-28 17:56:23,portal.fo,3.906064,0.299097,0.000424,0.107282,4.312867,8.04256916046143
2018-06-28 17:56:32,portal.fo,3.806296,0.253132,0.000419,0.108762,4.168609,7.88259196281433
2018-06-28 18:05:11,portal.fo,3.909039,0.279089,0.000441,0.101211,4.28978,8.44101214408875
2018-06-28 18:05:20,portal.fo,3.836207,0.268094,0.000443,0.110223,4.214967,7.9492781162262
2018-06-28 18:05:29,portal.fo,3.967287,0.246109,0.000444,0.098422,4.312262,8.01858496665955
2018-06-28 18:05:38,portal.fo,3.892116,0.289122,0.000416,0.096184,4.277838,7.98644804954529
2018-06-28 18:05:47,portal.fo,3.913443,0.288032,0.000604,0.134173,4.336252,8.08059501647949
2018-06-28 18:05:56,portal.fo,3.934554,0.266012,0.000447,0.106127,4.30714,7.92706203460693
2018-06-28 18:06:05,portal.fo,3.936451,0.262155,0.000416,0.123349,4.322371,8.03861498832703
2018-06-28 18:06:14,portal.fo,3.904526,0.278894,0.000417,0.120368,4.304205,8.01580190658569
2018-06-28 18:06:23,portal.fo,3.906716,0.292032,0.000421,0.102503,4.301672,8.01083397865295
2018-06-28 18:06:32,portal.fo,3.891502,0.26297,0.000418,0.104469,4.259359,7.89938402175903
2018-06-28 18:15:11,portal.fo,3.827731,0.263239,0.000576,0.101449,4.192995,8.46260190010071
2018-06-28 18:15:20,portal.fo,3.90705,0.256448,0.00048,0.125162,4.28914,8.07969188690186
2018-06-28 18:15:29,portal.fo,3.91015,0.272373,0.000613,0.126994,4.31013,8.00696992874146
2018-06-28 18:15:38,portal.fo,3.944441,0.281042,0.000438,0.121289,4.34721,8.05218005180359
2018-06-28 18:15:47,portal.fo,3.912315,0.260968,0.000578,0.117187,4.291048,7.89605712890625
2018-06-28 18:15:56,portal.fo,3.888882,0.264209,0.000463,0.131714,4.285268,8.00164484977722
2018-06-28 18:16:05,portal.fo,3.995103,0.254131,0.000417,0.099242,4.348893,8.04632019996643
2018-06-28 18:16:14,portal.fo,3.880233,0.272112,0.000398,0.10938,4.262123,7.93687987327576
2018-06-28 18:16:23,portal.fo,3.891363,0.270958,0.000409,0.108524,4.271254,8.0473358631134
2018-06-28 18:16:32,portal.fo,3.890011,0.255099,0.000396,0.095451,4.240957,7.91144895553589
2018-06-28 18:25:10,portal.fo,3.960918,0.29813,0.000468,0.115228,4.374744,7.62910509109497
2018-06-28 18:25:19,portal.fo,3.913234,0.26927,0.000436,0.12119,4.30413,7.94929695129395
2018-06-28 18:25:28,portal.fo,3.885345,0.28818,0.000433,0.120946,4.294904,8.01679706573486
2018-06-28 18:25:37,portal.fo,3.801058,0.277385,0.000482,0.113593,4.192518,7.90745091438293
2018-06-28 18:25:46,portal.fo,3.920371,0.261215,0.000418,0.110216,4.29222,8.03452396392822
2018-06-28 18:25:55,portal.fo,3.924873,0.26625,0.000469,0.129535,4.321127,8.04976010322571
2018-06-28 18:26:04,portal.fo,3.893333,0.282205,0.000442,0.120707,4.296687,8.01711010932922
2018-06-28 18:26:13,portal.fo,3.895655,0.266149,0.000421,0.118268,4.280493,7.91390419006348
2018-06-28 18:26:22,portal.fo,3.902408,0.252097,0.000408,0.113585,4.268498,7.97551202774048
2018-06-28 18:26:31,portal.fo,3.895138,0.263105,0.000424,0.106549,4.265216,8.02362108230591
2018-06-28 18:35:10,portal.fo,3.827746,0.295293,0.000499,0.114017,4.237555,7.8139750957489
2018-06-28 18:35:19,portal.fo,3.900586,0.269153,0.000419,0.11024,4.280398,7.97821283340454
2018-06-28 18:35:28,portal.fo,3.800524,0.26439,0.000674,0.116055,4.181643,8.00367712974548
2018-06-28 18:35:37,portal.fo,3.806736,0.245076,0.00044,0.100485,4.152737,7.97052788734436
2018-06-28 18:35:46,portal.fo,3.912507,0.261102,0.000422,0.103521,4.277552,8.10153794288635
2018-06-28 18:35:55,portal.fo,3.896112,0.28625,0.000531,0.100015,4.282908,7.99750590324402
2018-06-28 18:36:04,portal.fo,3.805442,0.281233,0.000424,0.109513,4.196612,7.93319797515869
2018-06-28 18:36:13,portal.fo,3.999325,0.282203,0.000419,0.105284,4.387231,8.08727192878723
2018-06-28 18:36:22,portal.fo,3.822328,0.242062,0.000412,0.105274,4.170076,7.91834282875061
2018-06-28 18:36:31,portal.fo,3.908647,0.25615,0.000411,0.0992960000000001,4.264504,7.97966480255127
2018-06-28 18:45:10,portal.fo,3.842789,0.267181,0.000428,0.116263,4.226661,7.66874814033508
2018-06-28 18:45:19,portal.fo,3.908469,0.291095,0.000413,0.109609,4.309586,8.03286504745483
2018-06-28 18:45:28,portal.fo,3.893473,0.272197,0.000422,0.130355,4.296447,7.97973203659058
2018-06-28 18:45:37,portal.fo,3.922389,0.271117,0.000416,0.131221,4.325143,8.02107405662537
2018-06-28 18:45:46,portal.fo,3.894659,0.285094,0.000422,0.114478,4.294653,8.01489186286926
2018-06-28 18:45:55,portal.fo,3.825101,0.259162,0.000431,0.1287,4.213394,7.95111894607544
2018-06-28 18:46:04,portal.fo,3.90549,0.249107,0.000414,0.109546,4.264557,7.95804715156555
2018-06-28 18:46:13,portal.fo,3.809573,0.26034,0.000463,0.114321,4.184697,8.00099301338196
2018-06-28 18:46:22,portal.fo,3.913518,0.283139,0.000436,0.112429,4.309522,8.10674977302551
2018-06-28 18:46:31,portal.fo,3.89841,0.272145,0.000421,0.118299,4.289275,7.940101146698
2018-06-28 18:55:11,portal.fo,3.812969,0.297185,0.000511,0.124065,4.23473,8.30720806121826
2018-06-28 18:55:20,portal.fo,3.897297,0.299198,0.000413,0.130384,4.327292,8.04911494255066
2018-06-28 18:55:29,portal.fo,3.827557,0.264296,0.00052,0.125109,4.217482,7.93742823600769
2018-06-28 18:55:38,portal.fo,3.928696,0.270089,0.000439,0.105236,4.30446,8.02877497673035
2018-06-28 18:55:47,portal.fo,3.913152,0.267259,0.000463,0.11441,4.295284,8.01506686210632
2018-06-28 18:55:56,portal.fo,3.844656,0.281081,0.000431,0.12331,4.249478,7.94547414779663
2018-06-28 18:56:05,portal.fo,3.920799,0.281251,0.000441,0.140138,4.342629,8.10626101493835
2018-06-28 18:56:14,portal.fo,3.923605,0.266113,0.000431,0.126382,4.316531,7.98335409164429
2018-06-28 18:56:23,portal.fo,3.824451,0.256162,0.000432,0.122177,4.203222,7.89480495452881
2018-06-28 18:56:32,portal.fo,3.932696,0.332028,0.000441,0.139389,4.404554,8.15305089950562
2018-06-28 19:05:11,portal.fo,3.911832,0.270464,0.000549,0.118999,4.301844,8.0413498878479
2018-06-28 19:05:20,portal.fo,3.891362,0.277094,0.000407,0.111369,4.280232,7.92335319519043
2018-06-28 19:05:29,portal.fo,3.906195,0.250309,0.000422,0.099168,4.256094,7.96984481811523
2018-06-28 19:05:38,portal.fo,3.893441,0.266078,0.000412,0.117631,4.277562,8.07185792922974
2018-06-28 19:05:47,portal.fo,3.895322,0.265274,0.000433,0.11241,4.273439,7.98395800590515
2018-06-28 19:05:56,portal.fo,3.896925,0.26612,0.00041,0.10834,4.271795,7.9863269329071
2018-06-28 19:06:05,portal.fo,3.88863,0.262236,0.000392,0.108191,4.259449,8.00382781028748
2018-06-28 19:06:14,portal.fo,3.916602,0.265103,0.000382,0.108583,4.29067,8.00555181503296
2018-06-28 19:06:23,portal.fo,3.970133,0.267197,0.000385,0.095338,4.333053,8.00926995277405
2018-06-28 19:06:32,portal.fo,3.903467,0.267096,0.000385,0.107925,4.278873,7.96777296066284
2018-06-28 19:15:11,portal.fo,3.938813,0.254223,0.000507,0.130135,4.323678,7.95399713516235
2018-06-28 19:15:20,portal.fo,3.935683,0.270119,0.000434,0.117588,4.323824,7.96784782409668
2018-06-28 19:15:30,portal.fo,4.931582,0.276111,0.000421,0.408493,5.616607,9.29533290863037
2018-06-28 19:15:39,portal.fo,3.905421,0.273153,0.000422,0.115444,4.29444,7.70635294914246
2018-06-28 19:15:48,portal.fo,3.909656,0.261092,0.000414,0.111567,4.282729,8.02463507652283
2018-06-28 19:15:57,portal.fo,3.827152,0.249125,0.000449,0.109509,4.186235,7.91480994224548
2018-06-28 19:16:06,portal.fo,3.821436,0.265101,0.000417,0.101456,4.18841,8.05446314811707
2018-06-28 19:16:15,portal.fo,3.823242,0.247186,0.000423,0.131903,4.202754,7.94931697845459
2018-06-28 19:16:24,portal.fo,3.946563,0.270332,0.000418,0.130398,4.347711,8.09410095214844
2018-06-28 19:16:33,portal.fo,3.807619,0.262243,0.000472,0.107168,4.177502,7.91170597076416
2018-06-28 19:25:11,portal.fo,3.893516,0.270192,0.000501,0.109128,4.273337,7.92744112014771
2018-06-28 19:25:20,portal.fo,3.912377,0.283107,0.000455,0.109386,4.305325,8.0172700881958
2018-06-28 19:25:28,portal.fo,3.818254,0.260141,0.000422,0.104587,4.183404,7.89586210250854
2018-06-28 19:25:38,portal.fo,3.938305,0.285109,0.000445,0.103614,4.327473,8.04731488227844
2018-06-28 19:25:47,portal.fo,3.907315,0.269219,0.000437,0.108748,4.285719,8.02468204498291
2018-06-28 19:25:55,portal.fo,3.83598,0.250073,0.000441,0.11741,4.203904,7.91996312141418
2018-06-28 19:26:05,portal.fo,3.819242,0.276197,0.000428,0.114287,4.210154,8.03575611114502
2018-06-28 19:26:14,portal.fo,3.948268,0.254936,0.000421,0.104638,4.308263,8.06125688552856
2018-06-28 19:26:23,portal.fo,3.837379,0.251278,0.000423,0.125149,4.214229,7.93165302276611
2018-06-28 19:26:32,portal.fo,3.921402,0.27818,0.000435,0.119199,4.319216,8.06908798217773
2018-06-28 19:35:11,portal.fo,3.938736,0.275116,0.000576,0.126303,4.340731,8.4988009929657
2018-06-28 19:35:20,portal.fo,3.898414,0.26316,0.00045,0.127726,4.28975,7.94219303131104
2018-06-28 19:35:29,portal.fo,3.895193,0.282403,0.000633,0.109078,4.287307,8.03287696838379
2018-06-28 19:35:38,portal.fo,3.916927,0.261169,0.000413,0.105336,4.283845,7.99507689476013
2018-06-28 19:35:47,portal.fo,3.914147,0.264308,0.000485,0.110285,4.289225,8.00945401191711
2018-06-28 19:35:56,portal.fo,3.925816,0.261233,0.000495,0.108165,4.295709,8.00370192527771
2018-06-28 19:36:05,portal.fo,3.906055,0.261202,0.000415,0.116484,4.284156,7.94056081771851
2018-06-28 19:36:14,portal.fo,3.911057,0.266096,0.000459,0.120506,4.298118,8.07782101631165
2018-06-28 19:36:23,portal.fo,3.827907,0.251111,0.000419,0.133382,4.212819,7.94377088546753
2018-06-28 19:36:32,portal.fo,3.829065,0.271077,0.000413,0.106698,4.207253,7.97108292579651
2018-06-28 19:45:11,portal.fo,3.905771,0.267233,0.000485,0.101588,4.275077,8.10958504676819
2018-06-28 19:45:20,portal.fo,3.989602,0.281195,0.000412,0.115516,4.386725,8.06243896484375
2018-06-28 19:45:29,portal.fo,3.957738,0.284207,0.000408,0.111479,4.353832,7.96318984031677
2018-06-28 19:45:38,portal.fo,3.909751,0.282161,0.00041,0.118318,4.31064,8.03780817985535
2018-06-28 19:45:47,portal.fo,3.902782,0.289195,0.00046,0.124306,4.316743,7.94887113571167
2018-06-28 19:45:56,portal.fo,3.902168,0.248159,0.000485,0.111222,4.262034,7.92877006530762
2018-06-28 19:46:05,portal.fo,3.826661,0.258107,0.00041,0.121428,4.206606,8.01850986480713
2018-06-28 19:46:14,portal.fo,3.813582,0.269139,0.000406,0.104514,4.187641,8.00971102714539
2018-06-28 19:46:23,portal.fo,3.895446,0.271194,0.000405,0.111487,4.278532,8.00661587715149
2018-06-28 19:46:32,portal.fo,3.894602,0.263108,0.000408,0.105543,4.263661,7.97693109512329
2018-06-28 19:55:11,portal.fo,3.837461,0.298235,0.000494,0.11703,4.25322,8.34510898590088
2018-06-28 19:55:20,portal.fo,3.813891,0.27529,0.000456,0.110098,4.199735,7.92997288703918
2018-06-28 19:55:29,portal.fo,3.872069,0.289214,0.000422,0.110335,4.27204,8.01639080047607
2018-06-28 19:55:37,portal.fo,3.817137,0.263153,0.000479,0.107297,4.188066,7.97158098220825
2018-06-28 19:55:47,portal.fo,3.829063,0.27204,0.000405,0.118317,4.219825,8.03789401054382
2018-06-28 19:55:56,portal.fo,3.870616,0.25712,0.000386,0.111323,4.239445,7.97530102729797
2018-06-28 19:56:05,portal.fo,3.905303,0.288071,0.000389,0.101627,4.29539,8.05163288116455
2018-06-28 19:56:14,portal.fo,3.83123,0.275327,0.000475,0.119256,4.226288,7.96749687194824
2018-06-28 19:56:23,portal.fo,3.939316,0.313177,0.000392,0.106534,4.359419,8.11136412620544
2018-06-28 19:56:32,portal.fo,3.921321,0.278131,0.000382,0.095531,4.295365,7.91748404502869
2018-06-28 20:05:11,portal.fo,3.823218,0.282314,0.000511,0.118016,4.224059,8.5064799785614
2018-06-28 20:05:20,portal.fo,3.932472,0.287109,0.00041,0.122387,4.342378,8.06490707397461
2018-06-28 20:05:29,portal.fo,3.9422,0.291321,0.000455,0.110176,4.344152,7.99334597587585
2018-06-28 20:05:38,portal.fo,3.884356,0.288205,0.000493,0.11303,4.286084,7.93281102180481
2018-06-28 20:05:46,portal.fo,3.824473,0.266203,0.000428,0.1154,4.206504,7.97523188591003
2018-06-28 20:05:55,portal.fo,3.91718,0.261083,0.000629,0.113209,4.292101,7.99777603149414
2018-06-28 20:06:04,portal.fo,3.877475,0.286087,0.000437,0.114252,4.278251,8.00473999977112
2018-06-28 20:06:14,portal.fo,3.959541,0.273091,0.000411,0.126631,4.359674,8.09978008270264
2018-06-28 20:06:23,portal.fo,3.91733,0.276184,0.000419,0.119284,4.313217,7.95285296440125
2018-06-28 20:06:31,portal.fo,3.908215,0.267068,0.000415,0.094783,4.270481,7.90349793434143
2018-06-28 20:15:11,portal.fo,3.965873,0.320146,0.000445,0.125189,4.411653,8.23784399032593
2018-06-28 20:15:20,portal.fo,3.900419,0.299212,0.000474,0.115187,4.315292,7.9331910610199
2018-06-28 20:15:28,portal.fo,3.801243,0.286345,0.000472,0.128291,4.216351,7.9471161365509
2018-06-28 20:15:37,portal.fo,3.909348,0.263051,0.00042,0.106325,4.279144,8.01302599906921
2018-06-28 20:15:46,portal.fo,3.894407,0.270255,0.000413,0.097501,4.262576,7.95842003822327
2018-06-28 20:15:55,portal.fo,3.792988,0.265343,0.000654,0.119048,4.178033,8.00313496589661
2018-06-28 20:16:05,portal.fo,3.905015,0.277407,0.000417,0.1183,4.301139,8.0438129901886
2018-06-28 20:16:14,portal.fo,3.902798,0.253254,0.000422,0.110384,4.266858,8.01065611839294
2018-06-28 20:16:23,portal.fo,3.916774,0.295364,0.000431,0.111896,4.324465,8.03410696983337
2018-06-28 20:16:31,portal.fo,3.805344,0.274471,0.000471,0.113273,4.193559,7.92876195907593
2018-06-28 20:25:10,portal.fo,3.847346,0.280237,0.000438,0.108294,4.236315,7.59117794036865
2018-06-28 20:25:19,portal.fo,3.874243,0.281226,0.000558,0.112102,4.268129,7.96675801277161
2018-06-28 20:25:28,portal.fo,3.904307,0.268094,0.000456,0.103295,4.276152,7.97318291664124
2018-06-28 20:25:37,portal.fo,3.815897,0.26735,0.000463,0.100322,4.184032,8.01942801475525
2018-06-28 20:25:46,portal.fo,3.561318,0.255066,0.000424,0.112377,3.929185,7.99814009666443
2018-06-28 20:25:55,portal.fo,3.945362,0.276197,0.000615,0.129171,4.351345,8.0815110206604
2018-06-28 20:26:04,portal.fo,3.893173,0.254461,0.000511,0.114,4.262145,7.98508286476135
2018-06-28 20:26:13,portal.fo,3.898008,0.275228,0.000468,0.114138,4.287842,7.98230695724487
2018-06-28 20:26:22,portal.fo,3.929177,0.255186,0.000423,0.103304,4.28809,7.98075103759766
2018-06-28 20:26:31,portal.fo,3.89318,0.292265,0.000426,0.134368,4.320239,8.03712296485901
2018-06-28 20:35:10,portal.fo,3.882088,0.275226,0.000432,0.101261,4.259007,7.63862299919128
2018-06-28 20:35:19,portal.fo,3.995144,0.29428,0.00041,0.110299,4.400133,8.10595083236694
2018-06-28 20:35:28,portal.fo,3.897107,0.27912,0.000414,0.115568,4.292209,7.90247392654419
2018-06-28 20:35:37,portal.fo,3.974766,0.267175,0.000446,0.109315,4.351702,8.05416202545166
2018-06-28 20:35:46,portal.fo,3.928749,0.259083,0.00041,0.108914,4.297156,8.01888298988342
2018-06-28 20:35:55,portal.fo,3.896856,0.278173,0.000601,0.113023,4.288653,7.94400000572205
2018-06-28 20:36:04,portal.fo,3.892851,0.274078,0.000415,0.125436,4.29278,8.01779222488403
2018-06-28 20:36:13,portal.fo,3.895788,0.256129,0.000408,0.11636,4.268685,7.98294591903687
2018-06-28 20:36:22,portal.fo,3.893125,0.267735,0.000408,0.106388,4.267656,7.95803880691528
2018-06-28 20:36:31,portal.fo,3.906731,0.277225,0.000414,0.120495,4.304865,8.0463011264801
2018-06-28 20:45:11,portal.fo,3.897871,0.279008,0.00048,0.112245,4.289604,8.21552300453186
2018-06-28 20:45:20,portal.fo,3.81579,0.252946,0.000428,0.112291,4.181455,7.91117691993713
2018-06-28 20:45:29,portal.fo,3.814826,0.279227,0.000422,0.105194,4.199669,8.03046917915344
2018-06-28 20:45:38,portal.fo,3.79184,0.290125,0.000417,0.106272,4.188654,8.00075507164001
2018-06-28 20:45:47,portal.fo,3.906693,0.271121,0.000427,0.116509,4.29475,8.04123687744141
2018-06-28 20:45:56,portal.fo,3.889904,0.263051,0.000431,0.097629,4.251015,7.98596787452698
2018-06-28 20:46:05,portal.fo,3.871932,0.291919,0.000388,0.0968290000000001,4.261068,7.948734998703
2018-06-28 20:46:14,portal.fo,3.899036,0.284043,0.00038,0.117703,4.301162,8.0986340045929
2018-06-28 20:46:23,portal.fo,3.913884,0.284047,0.00038,0.105565,4.303876,7.93874621391296
2018-06-28 20:46:32,portal.fo,3.897083,0.27607,0.000386,0.103364,4.276903,7.99910807609558
2018-06-28 20:55:10,portal.fo,3.885717,0.288176,0.000448,0.117247,4.291588,7.73774409294128
2018-06-28 20:55:19,portal.fo,3.909394,0.318187,0.000465,0.114206,4.342252,8.06604385375977
2018-06-28 20:55:28,portal.fo,3.893533,0.295177,0.00059,0.101393,4.290693,7.90076303482056
2018-06-28 20:55:37,portal.fo,3.911533,0.264197,0.000448,0.106291,4.282469,8.01817202568054
2018-06-28 20:55:46,portal.fo,3.898401,0.255053,0.000419,0.113488,4.267361,7.9901008605957
2018-06-28 20:55:55,portal.fo,3.882666,0.267187,0.000704,0.100928,4.251485,7.97795581817627
2018-06-28 20:56:04,portal.fo,3.903235,0.276082,0.000426,0.127782,4.307525,8.03432607650757
2018-06-28 20:56:13,portal.fo,3.907127,0.294182,0.000443,0.09835,4.300102,8.01470589637756
2018-06-28 20:56:22,portal.fo,3.905344,0.26624,0.000501,0.101223,4.273308,7.99134612083435
2018-06-28 20:56:31,portal.fo,3.888434,0.280236,0.000502,0.111306,4.280478,7.98295378684998
2018-06-28 21:05:11,portal.fo,3.889378,0.274316,0.000668,0.095816,4.260178,8.30416297912598
2018-06-28 21:05:20,portal.fo,3.8795,0.276052,0.00042,0.099367,4.255339,7.95916700363159
2018-06-28 21:05:29,portal.fo,3.885921,0.274254,0.000486,0.09626,4.256921,8.04919195175171
2018-06-28 21:05:38,portal.fo,3.906672,0.282089,0.000425,0.10439,4.293576,8.03310394287109
2018-06-28 21:05:47,portal.fo,3.833779,0.279111,0.000419,0.102536,4.215845,7.93922400474548
2018-06-28 21:05:56,portal.fo,3.893972,0.266112,0.000587,0.103238,4.263909,7.9594259262085
2018-06-28 21:06:05,portal.fo,3.905937,0.263217,0.000598,0.10509,4.274842,8.07973504066467
2018-06-28 21:06:14,portal.fo,3.886696,0.279063,0.000442,0.110419,4.27662,8.02927589416504
2018-06-28 21:06:23,portal.fo,3.832876,0.267288,0.0007,0.101911,4.202775,7.91881203651428
2018-06-28 21:06:32,portal.fo,3.893002,0.257052,0.000424,0.104389,4.254867,8.00611114501953
2018-06-28 21:15:11,portal.fo,3.88378,0.264171,0.000433,0.115453,4.263837,8.00858592987061
2018-06-28 21:15:20,portal.fo,3.814522,0.265259,0.000415,0.109647,4.189843,8.0180070400238
2018-06-28 21:15:29,portal.fo,3.892741,0.282128,0.000419,0.101545,4.276833,8.07003712654114
2018-06-28 21:15:38,portal.fo,3.895486,0.284067,0.00042,0.104449,4.284422,7.99851894378662
2018-06-28 21:15:47,portal.fo,3.843969,0.26003,0.000479,0.116225,4.220703,7.94105315208435
