11,2018-06-27 22:50:00,2018-06-27 22:51:08,2018-06-27 22:51:16,3,hey,Faroe Islands,random2000x2000,random2000x2000.jpg,7907740,8.38,OK
11,2018-06-27 22:50:00,2018-06-27 22:51:16,2018-06-27 22:51:39,3,hey,Faroe Islands,random3000x3000,random3000x3000.jpg,17816816,22.41,OK
12,2018-06-27 23:00:00,2018-06-27 23:00:03,2018-06-27 23:00:08,1,Vodafone,Iceland,random1000x1000,random1000x1000.jpg,1986284,4.76,OK
12,2018-06-27 23:00:00,2018-06-27 23:00:08,2018-06-27 23:00:17,1,Vodafone,Iceland,random2000x2000,random2000x2000.jpg,7907740,9.53,OK
12,2018-06-27 23:00:00,2018-06-27 23:00:17,2018-06-27 23:00:28,1,Vodafone,Iceland,random3000x3000,random3000x3000.jpg,17816816,10.97,OK
12,2018-06-27 23:00:00,2018-06-27 23:00:28,2018-06-27 23:00:33,2,Vodafone,United Kingdom,random1000x1000,random1000x1000.jpg,1986284,4.76,OK
12,2018-06-27 23:00:00,2018-06-27 23:00:33,2018-06-27 23:00:40,2,Vodafone,United Kingdom,random2000x2000,random2000x2000.jpg,7907740,6.67,OK
12,2018-06-27 23:00:00,2018-06-27 23:00:40,2018-06-27 23:00:53,2,Vodafone,United Kingdom,random3000x3000,random3000x3000.jpg,17816816,13.10,OK
12,2018-06-27 23:00:00,2018-06-27 23:00:53,2018-06-27 23:00:59,3,hey,Faroe Islands,random1000x1000,random1000x1000.jpg,1986284,5.84,OK
12,2018-06-27 23:00:00,2018-06-27 23:00:59,2018-06-27 23:01:08,3,hey,Faroe Islands,random2000x2000,random2000x2000.jpg,7907740,8.57,OK
12,2018-06-27 23:00:00,2018-06-27 23:01:08,2018-06-27 23:01:25,3,hey,Faroe Islands,random3000x3000,random3000x3000.jpg,17816816,17.17,OK
13,2018-06-27 23:10:00,2018-06-27 23:10:03,2018-06-27 23:10:09,1,Vodafone,Iceland,random1000x1000,random1000x1000.jpg,1986284,5.71,OK
13,2018-06-27 23:10:00,2018-06-27 23:10:09,2018-06-27 23:10:17,1,Vodafone,Iceland,random2000x2000,random2000x2000.jpg,7907740,7.75,OK
13,2018-06-27 23:10:00,2018-06-27 23:10:17,2018-06-27 23:10:27,1,Vodafone,Iceland,random3000x3000,random3000x3000.jpg,17816816,10.51,OK
13,2018-06-27 23:10:00,2018-06-27 23:10:27,2018-06-27 23:10:35,2,Vodafone,United Kingdom,random1000x1000,random1000x1000.jpg,1986284,7.29,OK
13,2018-06-27 23:10:00,2018-06-27 23:10:35,2018-06-27 23:10:42,2,Vodafone,United Kingdom,random2000x2000,random2000x2000.jpg,7907740,7.72,OK
13,2018-06-27 23:10:00,2018-06-27 23:10:42,2018-06-27 23:10:56,2,Vodafone,United Kingdom,random3000x3000,random3000x3000.jpg,17816816,13.38,OK
13,2018-06-27 23:10:00,2018-06-27 23:10:56,2018-06-27 23:11:02,3,hey,Faroe Islands,random1000x1000,random1000x1000.jpg,1986284,5.73,OK
13,2018-06-27 23:10:00,2018-06-27 23:11:02,2018-06-27 23:11:09,3,hey,Faroe Islands,random2000x2000,random2000x2000.jpg,7907740,7.24,OK
13,2018-06-27 23:10:00,2018-06-27 23:11:09,2018-06-27 23:11:32,3,hey,Faroe Islands,random3000x3000,random3000x3000.jpg,17816816,22.63,OK
14,2018-06-27 23:20:00,2018-06-27 23:20:03,2018-06-27 23:20:07,1,Vodafone,Iceland,random1000x1000,random1000x1000.jpg,1986284,3.82,OK
14,2018-06-27 23:20:00,2018-06-27 23:20:07,2018-06-27 23:20:12,1,Vodafone,Iceland,random2000x2000,random2000x2000.jpg,7907740,5.36,OK
14,2018-06-27 23:20:00,2018-06-27 23:20:12,2018-06-27 23:20:21,1,Vodafone,Iceland,random3000x3000,random3000x3000.jpg,17816816,8.71,OK
14,2018-06-27 23:20:00,2018-06-27 23:20:21,2018-06-27 23:20:26,2,Vodafone,United Kingdom,random1000x1000,random1000x1000.jpg,1986284,5.11,OK
14,2018-06-27 23:20:00,2018-06-27 23:20:26,2018-06-27 23:20:33,2,Vodafone,United Kingdom,random2000x2000,random2000x2000.jpg,7907740,7.26,OK
14,2018-06-27 23:20:00,2018-06-27 23:20:33,2018-06-27 23:20:44,2,Vodafone,United Kingdom,random3000x3000,random3000x3000.jpg,17816816,10.98,OK
14,2018-06-27 23:20:00,2018-06-27 23:20:44,2018-06-27 23:20:50,3,hey,Faroe Islands,random1000x1000,random1000x1000.jpg,1986284,5.56,OK
14,2018-06-27 23:20:00,2018-06-27 23:20:50,2018-06-27 23:20:58,3,hey,Faroe Islands,random2000x2000,random2000x2000.jpg,7907740,7.45,OK
14,2018-06-27 23:20:00,2018-06-27 23:20:58,2018-06-27 23:21:07,3,hey,Faroe Islands,random3000x3000,random3000x3000.jpg,17816816,9.28,OK
15,2018-06-27 23:30:00,2018-06-27 23:30:03,2018-06-27 23:30:08,1,Vodafone,Iceland,random1000x1000,random1000x1000.jpg,1986284,4.55,OK
15,2018-06-27 23:30:00,2018-06-27 23:30:08,2018-06-27 23:30:13,1,Vodafone,Iceland,random2000x2000,random2000x2000.jpg,7907740,5.76,OK
15,2018-06-27 23:30:00,2018-06-27 23:30:14,2018-06-27 23:30:22,1,Vodafone,Iceland,random3000x3000,random3000x3000.jpg,17816816,8.83,OK
15,2018-06-27 23:30:00,2018-06-27 23:30:22,2018-06-27 23:30:27,2,Vodafone,United Kingdom,random1000x1000,random1000x1000.jpg,1986284,4.55,OK
15,2018-06-27 23:30:00,2018-06-27 23:30:27,2018-06-27 23:30:34,2,Vodafone,United Kingdom,random2000x2000,random2000x2000.jpg,7907740,7.43,OK
15,2018-06-27 23:30:00,2018-06-27 23:30:35,2018-06-27 23:30:44,2,Vodafone,United Kingdom,random3000x3000,random3000x3000.jpg,17816816,9.40,OK
15,2018-06-27 23:30:00,2018-06-27 23:30:44,2018-06-27 23:30:50,3,hey,Faroe Islands,random1000x1000,random1000x1000.jpg,1986284,5.85,OK
15,2018-06-27 23:30:00,2018-06-27 23:30:50,2018-06-27 23:30:58,3,hey,Faroe Islands,random2000x2000,random2000x2000.jpg,7907740,7.59,OK
15,2018-06-27 23:30:00,2018-06-27 23:30:58,2018-06-27 23:31:08,3,hey,Faroe Islands,random3000x3000,random3000x3000.jpg,17816816,10.08,OK
16,2018-06-27 23:40:00,2018-06-27 23:40:03,2018-06-27 23:40:08,1,Vodafone,Iceland,random1000x1000,random1000x1000.jpg,1986284,5.26,OK
16,2018-06-27 23:40:00,2018-06-27 23:40:08,2018-06-27 23:40:14,1,Vodafone,Iceland,random2000x2000,random2000x2000.jpg,7907740,6.29,OK
16,2018-06-27 23:40:00,2018-06-27 23:40:15,2018-06-27 23:40:24,1,Vodafone,Iceland,random3000x3000,random3000x3000.jpg,17816816,9.93,OK
16,2018-06-27 23:40:00,2018-06-27 23:40:25,2018-06-27 23:40:29,2,Vodafone,United Kingdom,random1000x1000,random1000x1000.jpg,1986284,4.58,OK
16,2018-06-27 23:40:00,2018-06-27 23:40:29,2018-06-27 23:40:36,2,Vodafone,United Kingdom,random2000x2000,random2000x2000.jpg,7907740,6.51,OK
16,2018-06-27 23:40:00,2018-06-27 23:40:36,2018-06-27 23:40:45,2,Vodafone,United Kingdom,random3000x3000,random3000x3000.jpg,17816816,9.37,OK
16,2018-06-27 23:40:00,2018-06-27 23:40:45,2018-06-27 23:40:50,3,hey,Faroe Islands,random1000x1000,random1000x1000.jpg,1986284,5.22,OK
16,2018-06-27 23:40:00,2018-06-27 23:40:50,2018-06-27 23:40:57,3,hey,Faroe Islands,random2000x2000,random2000x2000.jpg,7907740,6.51,OK
16,2018-06-27 23:40:00,2018-06-27 23:40:57,2018-06-27 23:41:07,3,hey,Faroe Islands,random3000x3000,random3000x3000.jpg,17816816,10.31,OK
17,2018-06-27 23:50:00,2018-06-27 23:50:04,2018-06-27 23:50:08,1,Vodafone,Iceland,random1000x1000,random1000x1000.jpg,1986284,4.09,OK
17,2018-06-27 23:50:00,2018-06-27 23:50:08,2018-06-27 23:50:13,1,Vodafone,Iceland,random2000x2000,random2000x2000.jpg,7907740,5.45,OK
17,2018-06-27 23:50:00,2018-06-27 23:50:13,2018-06-27 23:50:22,1,Vodafone,Iceland,random3000x3000,random3000x3000.jpg,17816816,9.21,OK
17,2018-06-27 23:50:00,2018-06-27 23:50:23,2018-06-27 23:50:28,2,Vodafone,United Kingdom,random1000x1000,random1000x1000.jpg,1986284,5.22,OK
17,2018-06-27 23:50:00,2018-06-27 23:50:28,2018-06-27 23:50:39,2,Vodafone,United Kingdom,random2000x2000,random2000x2000.jpg,7907740,11.13,OK
17,2018-06-27 23:50:00,2018-06-27 23:50:39,2018-06-27 23:50:51,2,Vodafone,United Kingdom,random3000x3000,random3000x3000.jpg,17816816,11.77,OK
17,2018-06-27 23:50:00,2018-06-27 23:50:51,2018-06-27 23:50:57,3,hey,Faroe Islands,random1000x1000,random1000x1000.jpg,1986284,5.53,OK
17,2018-06-27 23:50:00,2018-06-27 23:50:57,2018-06-27 23:51:04,3,hey,Faroe Islands,random2000x2000,random2000x2000.jpg,7907740,7.18,OK
17,2018-06-27 23:50:00,2018-06-27 23:51:04,2018-06-27 23:51:15,3,hey,Faroe Islands,random3000x3000,random3000x3000.jpg,17816816,10.55,OK
18,2018-06-28 00:00:00,2018-06-28 00:00:03,2018-06-28 00:00:08,1,Vodafone,Iceland,random1000x1000,random1000x1000.jpg,1986284,4.75,OK
18,2018-06-28 00:00:00,2018-06-28 00:00:08,2018-06-28 00:00:14,1,Vodafone,Iceland,random2000x2000,random2000x2000.jpg,7907740,6.12,OK
18,2018-06-28 00:00:00,2018-06-28 00:00:14,2018-06-28 00:00:25,1,Vodafone,Iceland,random3000x3000,random3000x3000.jpg,17816816,11.05,OK
18,2018-06-28 00:00:00,2018-06-28 00:00:25,2018-06-28 00:00:30,2,Vodafone,United Kingdom,random1000x1000,random1000x1000.jpg,1986284,4.85,OK
18,2018-06-28 00:00:00,2018-06-28 00:00:30,2018-06-28 00:00:36,2,Vodafone,United Kingdom,random2000x2000,random2000x2000.jpg,7907740,6.42,OK
18,2018-06-28 00:00:00,2018-06-28 00:00:37,2018-06-28 00:00:45,2,Vodafone,United Kingdom,random3000x3000,random3000x3000.jpg,17816816,8.54,OK
18,2018-06-28 00:00:00,2018-06-28 00:00:45,2018-06-28 00:00:51,3,hey,Faroe Islands,random1000x1000,random1000x1000.jpg,1986284,5.61,OK
18,2018-06-28 00:00:00,2018-06-28 00:00:51,2018-06-28 00:00:58,3,hey,Faroe Islands,random2000x2000,random2000x2000.jpg,7907740,7.08,OK
18,2018-06-28 00:00:00,2018-06-28 00:00:58,2018-06-28 00:01:14,3,hey,Faroe Islands,random3000x3000,random3000x3000.jpg,17816816,15.91,OK
19,2018-06-28 00:10:00,2018-06-28 00:10:03,2018-06-28 00:10:08,1,Vodafone,Iceland,random1000x1000,random1000x1000.jpg,1986284,4.46,OK
19,2018-06-28 00:10:00,2018-06-28 00:10:08,2018-06-28 00:10:13,1,Vodafone,Iceland,random2000x2000,random2000x2000.jpg,7907740,5.17,OK
